"Notes"	"Region"	"Region Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"Northeast"	"CENS-R1"	"1999"	"1999"	"< 1 year"	"1"	22	660461	3.331	0.710
	"Northeast"	"CENS-R1"	"1999"	"1999"	"1-4 years"	"1-4"	119	2746790	4.332	0.397
	"Northeast"	"CENS-R1"	"1999"	"1999"	"5-9 years"	"5-9"	119	3776715	3.151	0.289
	"Northeast"	"CENS-R1"	"1999"	"1999"	"10-14 years"	"10-14"	97	3691760	2.627	0.267
	"Northeast"	"CENS-R1"	"1999"	"1999"	"15-19 years"	"15-19"	70	3560810	1.966	0.235
	"Northeast"	"CENS-R1"	"1999"	"1999"	"20-24 years"	"20-24"	78	3274105	2.382	0.270
	"Northeast"	"CENS-R1"	"1999"	"1999"	"25-29 years"	"25-29"	119	3561458	3.341	0.306
	"Northeast"	"CENS-R1"	"1999"	"1999"	"30-34 years"	"30-34"	164	3997143	4.103	0.320
	"Northeast"	"CENS-R1"	"1999"	"1999"	"35-39 years"	"35-39"	172	4462839	3.854	0.294
	"Northeast"	"CENS-R1"	"1999"	"1999"	"40-44 years"	"40-44"	228	4339357	5.254	0.348
	"Northeast"	"CENS-R1"	"1999"	"1999"	"45-49 years"	"45-49"	247	3827827	6.453	0.411
	"Northeast"	"CENS-R1"	"1999"	"1999"	"50-54 years"	"50-54"	271	3368253	8.046	0.489
	"Northeast"	"CENS-R1"	"1999"	"1999"	"55-59 years"	"55-59"	310	2610356	11.876	0.674
	"Northeast"	"CENS-R1"	"1999"	"1999"	"60-64 years "	"60-64"	322	2120986	15.182	0.846
	"Northeast"	"CENS-R1"	"1999"	"1999"	"65-69 years"	"65-69"	341	1925213	17.712	0.959
	"Northeast"	"CENS-R1"	"1999"	"1999"	"70-74 years"	"70-74"	411	1865350	22.033	1.087
	"Northeast"	"CENS-R1"	"1999"	"1999"	"75-79 years"	"75-79"	370	1565081	23.641	1.229
	"Northeast"	"CENS-R1"	"1999"	"1999"	"80-84 years"	"80-84"	256	1071128	23.900	1.494
	"Northeast"	"CENS-R1"	"1999"	"1999"	"85+ years"	"85+"	171	918143	18.625	1.424
"Total"	"Northeast"	"CENS-R1"	"1999"	"1999"			3887	53343775	7.287	0.117
	"Northeast"	"CENS-R1"	"2000"	"2000"	"< 1 year"	"1"	21	669599	3.136	0.684
	"Northeast"	"CENS-R1"	"2000"	"2000"	"1-4 years"	"1-4"	147	2721781	5.401	0.445
	"Northeast"	"CENS-R1"	"2000"	"2000"	"5-9 years"	"5-9"	168	3724368	4.511	0.348
	"Northeast"	"CENS-R1"	"2000"	"2000"	"10-14 years"	"10-14"	117	3776712	3.098	0.286
	"Northeast"	"CENS-R1"	"2000"	"2000"	"15-19 years"	"15-19"	99	3599446	2.750	0.276
	"Northeast"	"CENS-R1"	"2000"	"2000"	"20-24 years"	"20-24"	81	3331356	2.431	0.270
	"Northeast"	"CENS-R1"	"2000"	"2000"	"25-29 years"	"25-29"	99	3438570	2.879	0.289
	"Northeast"	"CENS-R1"	"2000"	"2000"	"30-34 years"	"30-34"	137	3955079	3.464	0.296
	"Northeast"	"CENS-R1"	"2000"	"2000"	"35-39 years"	"35-39"	177	4408843	4.015	0.302
	"Northeast"	"CENS-R1"	"2000"	"2000"	"40-44 years"	"40-44"	243	4391309	5.534	0.355
	"Northeast"	"CENS-R1"	"2000"	"2000"	"45-49 years"	"45-49"	273	3921076	6.962	0.421
	"Northeast"	"CENS-R1"	"2000"	"2000"	"50-54 years"	"50-54"	320	3516048	9.101	0.509
	"Northeast"	"CENS-R1"	"2000"	"2000"	"55-59 years"	"55-59"	307	2692147	11.404	0.651
	"Northeast"	"CENS-R1"	"2000"	"2000"	"60-64 years "	"60-64"	302	2140093	14.112	0.812
	"Northeast"	"CENS-R1"	"2000"	"2000"	"65-69 years"	"65-69"	378	1908749	19.804	1.019
	"Northeast"	"CENS-R1"	"2000"	"2000"	"70-74 years"	"70-74"	429	1851927	23.165	1.118
	"Northeast"	"CENS-R1"	"2000"	"2000"	"75-79 years"	"75-79"	413	1583969	26.074	1.283
	"Northeast"	"CENS-R1"	"2000"	"2000"	"80-84 years"	"80-84"	296	1091783	27.112	1.576
	"Northeast"	"CENS-R1"	"2000"	"2000"	"85+ years"	"85+"	181	943440	19.185	1.426
"Total"	"Northeast"	"CENS-R1"	"2000"	"2000"			4188	53666295	7.804	0.121
	"Northeast"	"CENS-R1"	"2001"	"2001"	"< 1 year"	"1"	35	680424	5.144	0.869
	"Northeast"	"CENS-R1"	"2001"	"2001"	"1-4 years"	"1-4"	119	2682298	4.436	0.407
	"Northeast"	"CENS-R1"	"2001"	"2001"	"5-9 years"	"5-9"	147	3653201	4.024	0.332
	"Northeast"	"CENS-R1"	"2001"	"2001"	"10-14 years"	"10-14"	110	3838297	2.866	0.273
	"Northeast"	"CENS-R1"	"2001"	"2001"	"15-19 years"	"15-19"	72	3650229	1.972	0.232
	"Northeast"	"CENS-R1"	"2001"	"2001"	"20-24 years"	"20-24"	78	3404823	2.291	0.259
	"Northeast"	"CENS-R1"	"2001"	"2001"	"25-29 years"	"25-29"	105	3336029	3.147	0.307
	"Northeast"	"CENS-R1"	"2001"	"2001"	"30-34 years"	"30-34"	144	3912527	3.680	0.307
	"Northeast"	"CENS-R1"	"2001"	"2001"	"35-39 years"	"35-39"	182	4329457	4.204	0.312
	"Northeast"	"CENS-R1"	"2001"	"2001"	"40-44 years"	"40-44"	206	4443311	4.636	0.323
	"Northeast"	"CENS-R1"	"2001"	"2001"	"45-49 years"	"45-49"	263	3999764	6.575	0.405
	"Northeast"	"CENS-R1"	"2001"	"2001"	"50-54 years"	"50-54"	322	3667237	8.780	0.489
	"Northeast"	"CENS-R1"	"2001"	"2001"	"55-59 years"	"55-59"	323	2763170	11.689	0.650
	"Northeast"	"CENS-R1"	"2001"	"2001"	"60-64 years "	"60-64"	309	2175856	14.201	0.808
	"Northeast"	"CENS-R1"	"2001"	"2001"	"65-69 years"	"65-69"	330	1891337	17.448	0.960
	"Northeast"	"CENS-R1"	"2001"	"2001"	"70-74 years"	"70-74"	392	1827583	21.449	1.083
	"Northeast"	"CENS-R1"	"2001"	"2001"	"75-79 years"	"75-79"	385	1580830	24.354	1.241
	"Northeast"	"CENS-R1"	"2001"	"2001"	"80-84 years"	"80-84"	246	1122619	21.913	1.397
	"Northeast"	"CENS-R1"	"2001"	"2001"	"85+ years"	"85+"	181	956530	18.923	1.407
"Total"	"Northeast"	"CENS-R1"	"2001"	"2001"			3949	53915522	7.324	0.117
	"Northeast"	"CENS-R1"	"2002"	"2002"	"< 1 year"	"1"	25	668359	3.741	0.748
	"Northeast"	"CENS-R1"	"2002"	"2002"	"1-4 years"	"1-4"	146	2676518	5.455	0.451
	"Northeast"	"CENS-R1"	"2002"	"2002"	"5-9 years"	"5-9"	136	3577557	3.801	0.326
	"Northeast"	"CENS-R1"	"2002"	"2002"	"10-14 years"	"10-14"	113	3874819	2.916	0.274
	"Northeast"	"CENS-R1"	"2002"	"2002"	"15-19 years"	"15-19"	86	3704121	2.322	0.250
	"Northeast"	"CENS-R1"	"2002"	"2002"	"20-24 years"	"20-24"	83	3457459	2.401	0.264
	"Northeast"	"CENS-R1"	"2002"	"2002"	"25-29 years"	"25-29"	112	3314279	3.379	0.319
	"Northeast"	"CENS-R1"	"2002"	"2002"	"30-34 years"	"30-34"	127	3845407	3.303	0.293
	"Northeast"	"CENS-R1"	"2002"	"2002"	"35-39 years"	"35-39"	193	4233274	4.559	0.328
	"Northeast"	"CENS-R1"	"2002"	"2002"	"40-44 years"	"40-44"	211	4444533	4.747	0.327
	"Northeast"	"CENS-R1"	"2002"	"2002"	"45-49 years"	"45-49"	237	4095183	5.787	0.376
	"Northeast"	"CENS-R1"	"2002"	"2002"	"50-54 years"	"50-54"	298	3639164	8.189	0.474
	"Northeast"	"CENS-R1"	"2002"	"2002"	"55-59 years"	"55-59"	351	2985892	11.755	0.627
	"Northeast"	"CENS-R1"	"2002"	"2002"	"60-64 years "	"60-64"	308	2243813	13.727	0.782
	"Northeast"	"CENS-R1"	"2002"	"2002"	"65-69 years"	"65-69"	363	1885376	19.253	1.011
	"Northeast"	"CENS-R1"	"2002"	"2002"	"70-74 years"	"70-74"	402	1795063	22.395	1.117
	"Northeast"	"CENS-R1"	"2002"	"2002"	"75-79 years"	"75-79"	359	1580801	22.710	1.199
	"Northeast"	"CENS-R1"	"2002"	"2002"	"80-84 years"	"80-84"	240	1149897	20.871	1.347
	"Northeast"	"CENS-R1"	"2002"	"2002"	"85+ years"	"85+"	187	972400	19.231	1.406
"Total"	"Northeast"	"CENS-R1"	"2002"	"2002"			3977	54143915	7.345	0.116
	"Northeast"	"CENS-R1"	"2003"	"2003"	"< 1 year"	"1"	26	670847	3.876	0.760
	"Northeast"	"CENS-R1"	"2003"	"2003"	"1-4 years"	"1-4"	125	2666495	4.688	0.419
	"Northeast"	"CENS-R1"	"2003"	"2003"	"5-9 years"	"5-9"	124	3499826	3.543	0.318
	"Northeast"	"CENS-R1"	"2003"	"2003"	"10-14 years"	"10-14"	130	3880083	3.350	0.294
	"Northeast"	"CENS-R1"	"2003"	"2003"	"15-19 years"	"15-19"	93	3754330	2.477	0.257
	"Northeast"	"CENS-R1"	"2003"	"2003"	"20-24 years"	"20-24"	100	3515924	2.844	0.284
	"Northeast"	"CENS-R1"	"2003"	"2003"	"25-29 years"	"25-29"	111	3338023	3.325	0.316
	"Northeast"	"CENS-R1"	"2003"	"2003"	"30-34 years"	"30-34"	146	3746553	3.897	0.323
	"Northeast"	"CENS-R1"	"2003"	"2003"	"35-39 years"	"35-39"	187	4127812	4.530	0.331
	"Northeast"	"CENS-R1"	"2003"	"2003"	"40-44 years"	"40-44"	223	4427532	5.037	0.337
	"Northeast"	"CENS-R1"	"2003"	"2003"	"45-49 years"	"45-49"	294	4179923	7.034	0.410
	"Northeast"	"CENS-R1"	"2003"	"2003"	"50-54 years"	"50-54"	307	3679347	8.344	0.476
	"Northeast"	"CENS-R1"	"2003"	"2003"	"55-59 years"	"55-59"	365	3085148	11.831	0.619
	"Northeast"	"CENS-R1"	"2003"	"2003"	"60-64 years "	"60-64"	328	2367360	13.855	0.765
	"Northeast"	"CENS-R1"	"2003"	"2003"	"65-69 years"	"65-69"	339	1903083	17.813	0.967
	"Northeast"	"CENS-R1"	"2003"	"2003"	"70-74 years"	"70-74"	369	1752128	21.060	1.096
	"Northeast"	"CENS-R1"	"2003"	"2003"	"75-79 years"	"75-79"	382	1579130	24.191	1.238
	"Northeast"	"CENS-R1"	"2003"	"2003"	"80-84 years"	"80-84"	274	1164142	23.537	1.422
	"Northeast"	"CENS-R1"	"2003"	"2003"	"85+ years"	"85+"	188	996767	18.861	1.376
"Total"	"Northeast"	"CENS-R1"	"2003"	"2003"			4111	54334453	7.566	0.118
	"Northeast"	"CENS-R1"	"2004"	"2004"	"< 1 year"	"1"	31	669415	4.631	0.832
	"Northeast"	"CENS-R1"	"2004"	"2004"	"1-4 years"	"1-4"	152	2659989	5.714	0.463
	"Northeast"	"CENS-R1"	"2004"	"2004"	"5-9 years"	"5-9"	133	3430058	3.877	0.336
	"Northeast"	"CENS-R1"	"2004"	"2004"	"10-14 years"	"10-14"	105	3844698	2.731	0.267
	"Northeast"	"CENS-R1"	"2004"	"2004"	"15-19 years"	"15-19"	104	3814790	2.726	0.267
	"Northeast"	"CENS-R1"	"2004"	"2004"	"20-24 years"	"20-24"	72	3541884	2.033	0.240
	"Northeast"	"CENS-R1"	"2004"	"2004"	"25-29 years"	"25-29"	114	3377233	3.376	0.316
	"Northeast"	"CENS-R1"	"2004"	"2004"	"30-34 years"	"30-34"	122	3619648	3.370	0.305
	"Northeast"	"CENS-R1"	"2004"	"2004"	"35-39 years"	"35-39"	179	4007401	4.467	0.334
	"Northeast"	"CENS-R1"	"2004"	"2004"	"40-44 years"	"40-44"	218	4410248	4.943	0.335
	"Northeast"	"CENS-R1"	"2004"	"2004"	"45-49 years"	"45-49"	299	4245485	7.043	0.407
	"Northeast"	"CENS-R1"	"2004"	"2004"	"50-54 years"	"50-54"	314	3742611	8.390	0.473
	"Northeast"	"CENS-R1"	"2004"	"2004"	"55-59 years"	"55-59"	370	3213836	11.513	0.599
	"Northeast"	"CENS-R1"	"2004"	"2004"	"60-64 years "	"60-64"	351	2447405	14.342	0.766
	"Northeast"	"CENS-R1"	"2004"	"2004"	"65-69 years"	"65-69"	321	1927570	16.653	0.929
	"Northeast"	"CENS-R1"	"2004"	"2004"	"70-74 years"	"70-74"	363	1711100	21.214	1.113
	"Northeast"	"CENS-R1"	"2004"	"2004"	"75-79 years"	"75-79"	389	1560662	24.925	1.264
	"Northeast"	"CENS-R1"	"2004"	"2004"	"80-84 years"	"80-84"	295	1187552	24.841	1.446
	"Northeast"	"CENS-R1"	"2004"	"2004"	"85+ years"	"85+"	216	1011948	21.345	1.452
"Total"	"Northeast"	"CENS-R1"	"2004"	"2004"			4148	54423533	7.622	0.118
	"Northeast"	"CENS-R1"	"2005"	"2005"	"< 1 year"	"1"	29	650437	4.459	0.828
	"Northeast"	"CENS-R1"	"2005"	"2005"	"1-4 years"	"1-4"	108	2646108	4.081	0.393
	"Northeast"	"CENS-R1"	"2005"	"2005"	"5-9 years"	"5-9"	123	3367347	3.653	0.329
	"Northeast"	"CENS-R1"	"2005"	"2005"	"10-14 years"	"10-14"	112	3768398	2.972	0.281
	"Northeast"	"CENS-R1"	"2005"	"2005"	"15-19 years"	"15-19"	96	3886343	2.470	0.252
	"Northeast"	"CENS-R1"	"2005"	"2005"	"20-24 years"	"20-24"	88	3572809	2.463	0.263
	"Northeast"	"CENS-R1"	"2005"	"2005"	"25-29 years"	"25-29"	108	3420662	3.157	0.304
	"Northeast"	"CENS-R1"	"2005"	"2005"	"30-34 years"	"30-34"	136	3472166	3.917	0.336
	"Northeast"	"CENS-R1"	"2005"	"2005"	"35-39 years"	"35-39"	189	3932153	4.807	0.350
	"Northeast"	"CENS-R1"	"2005"	"2005"	"40-44 years"	"40-44"	219	4347814	5.037	0.340
	"Northeast"	"CENS-R1"	"2005"	"2005"	"45-49 years"	"45-49"	262	4296632	6.098	0.377
	"Northeast"	"CENS-R1"	"2005"	"2005"	"50-54 years"	"50-54"	330	3817128	8.645	0.476
	"Northeast"	"CENS-R1"	"2005"	"2005"	"55-59 years"	"55-59"	390	3361334	11.603	0.588
	"Northeast"	"CENS-R1"	"2005"	"2005"	"60-64 years "	"60-64"	342	2506142	13.646	0.738
	"Northeast"	"CENS-R1"	"2005"	"2005"	"65-69 years"	"65-69"	342	1940900	17.621	0.953
	"Northeast"	"CENS-R1"	"2005"	"2005"	"70-74 years"	"70-74"	405	1682494	24.071	1.196
	"Northeast"	"CENS-R1"	"2005"	"2005"	"75-79 years"	"75-79"	355	1542471	23.015	1.222
	"Northeast"	"CENS-R1"	"2005"	"2005"	"80-84 years"	"80-84"	286	1196802	23.897	1.413
	"Northeast"	"CENS-R1"	"2005"	"2005"	"85+ years"	"85+"	204	1043090	19.557	1.369
"Total"	"Northeast"	"CENS-R1"	"2005"	"2005"			4124	54451230	7.574	0.118
	"Northeast"	"CENS-R1"	"2006"	"2006"	"< 1 year"	"1"	33	648684	5.087	0.886
	"Northeast"	"CENS-R1"	"2006"	"2006"	"1-4 years"	"1-4"	146	2608958	5.596	0.463
	"Northeast"	"CENS-R1"	"2006"	"2006"	"5-9 years"	"5-9"	124	3337181	3.716	0.334
	"Northeast"	"CENS-R1"	"2006"	"2006"	"10-14 years"	"10-14"	107	3698811	2.893	0.280
	"Northeast"	"CENS-R1"	"2006"	"2006"	"15-19 years"	"15-19"	121	3933248	3.076	0.280
	"Northeast"	"CENS-R1"	"2006"	"2006"	"20-24 years"	"20-24"	83	3613601	2.297	0.252
	"Northeast"	"CENS-R1"	"2006"	"2006"	"25-29 years"	"25-29"	113	3465590	3.261	0.307
	"Northeast"	"CENS-R1"	"2006"	"2006"	"30-34 years"	"30-34"	133	3353516	3.966	0.344
	"Northeast"	"CENS-R1"	"2006"	"2006"	"35-39 years"	"35-39"	149	3880148	3.840	0.315
	"Northeast"	"CENS-R1"	"2006"	"2006"	"40-44 years"	"40-44"	202	4257070	4.745	0.334
	"Northeast"	"CENS-R1"	"2006"	"2006"	"45-49 years"	"45-49"	281	4336626	6.480	0.387
	"Northeast"	"CENS-R1"	"2006"	"2006"	"50-54 years"	"50-54"	259	3893872	6.651	0.413
	"Northeast"	"CENS-R1"	"2006"	"2006"	"55-59 years"	"55-59"	425	3504103	12.129	0.588
	"Northeast"	"CENS-R1"	"2006"	"2006"	"60-64 years "	"60-64"	366	2566668	14.260	0.745
	"Northeast"	"CENS-R1"	"2006"	"2006"	"65-69 years"	"65-69"	379	1965488	19.283	0.990
	"Northeast"	"CENS-R1"	"2006"	"2006"	"70-74 years"	"70-74"	336	1661374	20.224	1.103
	"Northeast"	"CENS-R1"	"2006"	"2006"	"75-79 years"	"75-79"	365	1520212	24.010	1.257
	"Northeast"	"CENS-R1"	"2006"	"2006"	"80-84 years"	"80-84"	316	1198142	26.374	1.484
	"Northeast"	"CENS-R1"	"2006"	"2006"	"85+ years"	"85+"	235	1079367	21.772	1.420
"Total"	"Northeast"	"CENS-R1"	"2006"	"2006"			4173	54522659	7.654	0.118
	"Northeast"	"CENS-R1"	"2007"	"2007"	"< 1 year"	"1"	30	661176	4.537	0.828
	"Northeast"	"CENS-R1"	"2007"	"2007"	"1-4 years"	"1-4"	111	2587781	4.289	0.407
	"Northeast"	"CENS-R1"	"2007"	"2007"	"5-9 years"	"5-9"	132	3318021	3.978	0.346
	"Northeast"	"CENS-R1"	"2007"	"2007"	"10-14 years"	"10-14"	113	3628457	3.114	0.293
	"Northeast"	"CENS-R1"	"2007"	"2007"	"15-19 years"	"15-19"	97	3956173	2.452	0.249
	"Northeast"	"CENS-R1"	"2007"	"2007"	"20-24 years"	"20-24"	83	3655416	2.271	0.249
	"Northeast"	"CENS-R1"	"2007"	"2007"	"25-29 years"	"25-29"	137	3503114	3.911	0.334
	"Northeast"	"CENS-R1"	"2007"	"2007"	"30-34 years"	"30-34"	126	3313554	3.803	0.339
	"Northeast"	"CENS-R1"	"2007"	"2007"	"35-39 years"	"35-39"	161	3805648	4.231	0.333
	"Northeast"	"CENS-R1"	"2007"	"2007"	"40-44 years"	"40-44"	206	4152177	4.961	0.346
	"Northeast"	"CENS-R1"	"2007"	"2007"	"45-49 years"	"45-49"	278	4332215	6.417	0.385
	"Northeast"	"CENS-R1"	"2007"	"2007"	"50-54 years"	"50-54"	335	3989206	8.398	0.459
	"Northeast"	"CENS-R1"	"2007"	"2007"	"55-59 years"	"55-59"	388	3474694	11.166	0.567
	"Northeast"	"CENS-R1"	"2007"	"2007"	"60-64 years "	"60-64"	394	2779504	14.175	0.714
	"Northeast"	"CENS-R1"	"2007"	"2007"	"65-69 years"	"65-69"	351	2031053	17.282	0.922
	"Northeast"	"CENS-R1"	"2007"	"2007"	"70-74 years"	"70-74"	356	1654494	21.517	1.140
	"Northeast"	"CENS-R1"	"2007"	"2007"	"75-79 years"	"75-79"	332	1494698	22.212	1.219
	"Northeast"	"CENS-R1"	"2007"	"2007"	"80-84 years"	"80-84"	310	1202849	25.772	1.464
	"Northeast"	"CENS-R1"	"2007"	"2007"	"85+ years"	"85+"	220	1113132	19.764	1.332
"Total"	"Northeast"	"CENS-R1"	"2007"	"2007"			4160	54653362	7.612	0.118
	"Northeast"	"CENS-R1"	"2008"	"2008"	"< 1 year"	"1"	29	657621	4.410	0.819
	"Northeast"	"CENS-R1"	"2008"	"2008"	"1-4 years"	"1-4"	137	2587166	5.295	0.452
	"Northeast"	"CENS-R1"	"2008"	"2008"	"5-9 years"	"5-9"	132	3321912	3.974	0.346
	"Northeast"	"CENS-R1"	"2008"	"2008"	"10-14 years"	"10-14"	110	3567772	3.083	0.294
	"Northeast"	"CENS-R1"	"2008"	"2008"	"15-19 years"	"15-19"	88	3959828	2.222	0.237
	"Northeast"	"CENS-R1"	"2008"	"2008"	"20-24 years"	"20-24"	104	3697478	2.813	0.276
	"Northeast"	"CENS-R1"	"2008"	"2008"	"25-29 years"	"25-29"	115	3562591	3.228	0.301
	"Northeast"	"CENS-R1"	"2008"	"2008"	"30-34 years"	"30-34"	138	3328453	4.146	0.353
	"Northeast"	"CENS-R1"	"2008"	"2008"	"35-39 years"	"35-39"	156	3712277	4.202	0.336
	"Northeast"	"CENS-R1"	"2008"	"2008"	"40-44 years"	"40-44"	189	4049538	4.667	0.339
	"Northeast"	"CENS-R1"	"2008"	"2008"	"45-49 years"	"45-49"	265	4317067	6.138	0.377
	"Northeast"	"CENS-R1"	"2008"	"2008"	"50-54 years"	"50-54"	333	4082495	8.157	0.447
	"Northeast"	"CENS-R1"	"2008"	"2008"	"55-59 years"	"55-59"	410	3527100	11.624	0.574
	"Northeast"	"CENS-R1"	"2008"	"2008"	"60-64 years "	"60-64"	393	2876634	13.662	0.689
	"Northeast"	"CENS-R1"	"2008"	"2008"	"65-69 years"	"65-69"	350	2148762	16.288	0.871
	"Northeast"	"CENS-R1"	"2008"	"2008"	"70-74 years"	"70-74"	374	1670347	22.391	1.158
	"Northeast"	"CENS-R1"	"2008"	"2008"	"75-79 years"	"75-79"	358	1459509	24.529	1.296
	"Northeast"	"CENS-R1"	"2008"	"2008"	"80-84 years"	"80-84"	308	1206062	25.538	1.455
	"Northeast"	"CENS-R1"	"2008"	"2008"	"85+ years"	"85+"	236	1143314	20.642	1.344
"Total"	"Northeast"	"CENS-R1"	"2008"	"2008"			4225	54875926	7.699	0.118
	"Northeast"	"CENS-R1"	"2009"	"2009"	"< 1 year"	"1"	32	642113	4.984	0.881
	"Northeast"	"CENS-R1"	"2009"	"2009"	"1-4 years"	"1-4"	129	2588662	4.983	0.439
	"Northeast"	"CENS-R1"	"2009"	"2009"	"5-9 years"	"5-9"	118	3336261	3.537	0.326
	"Northeast"	"CENS-R1"	"2009"	"2009"	"10-14 years"	"10-14"	97	3525953	2.751	0.279
	"Northeast"	"CENS-R1"	"2009"	"2009"	"15-19 years"	"15-19"	106	3934760	2.694	0.262
	"Northeast"	"CENS-R1"	"2009"	"2009"	"20-24 years"	"20-24"	76	3765755	2.018	0.232
	"Northeast"	"CENS-R1"	"2009"	"2009"	"25-29 years"	"25-29"	126	3597415	3.503	0.312
	"Northeast"	"CENS-R1"	"2009"	"2009"	"30-34 years"	"30-34"	114	3375927	3.377	0.316
	"Northeast"	"CENS-R1"	"2009"	"2009"	"35-39 years"	"35-39"	152	3604400	4.217	0.342
	"Northeast"	"CENS-R1"	"2009"	"2009"	"40-44 years"	"40-44"	209	3940965	5.303	0.367
	"Northeast"	"CENS-R1"	"2009"	"2009"	"45-49 years"	"45-49"	264	4310862	6.124	0.377
	"Northeast"	"CENS-R1"	"2009"	"2009"	"50-54 years"	"50-54"	314	4163046	7.543	0.426
	"Northeast"	"CENS-R1"	"2009"	"2009"	"55-59 years"	"55-59"	406	3604809	11.263	0.559
	"Northeast"	"CENS-R1"	"2009"	"2009"	"60-64 years "	"60-64"	461	3014169	15.294	0.712
	"Northeast"	"CENS-R1"	"2009"	"2009"	"65-69 years"	"65-69"	378	2230205	16.949	0.872
	"Northeast"	"CENS-R1"	"2009"	"2009"	"70-74 years"	"70-74"	340	1696226	20.044	1.087
	"Northeast"	"CENS-R1"	"2009"	"2009"	"75-79 years"	"75-79"	309	1428722	21.628	1.230
	"Northeast"	"CENS-R1"	"2009"	"2009"	"80-84 years"	"80-84"	314	1196975	26.233	1.480
	"Northeast"	"CENS-R1"	"2009"	"2009"	"85+ years"	"85+"	265	1175876	22.536	1.384
"Total"	"Northeast"	"CENS-R1"	"2009"	"2009"			4210	55133101	7.636	0.118
	"Northeast"	"CENS-R1"	"2010"	"2010"	"< 1 year"	"1"	29	637761	4.547	0.844
	"Northeast"	"CENS-R1"	"2010"	"2010"	"1-4 years"	"1-4"	144	2588636	5.563	0.464
	"Northeast"	"CENS-R1"	"2010"	"2010"	"5-9 years"	"5-9"	137	3330457	4.114	0.351
	"Northeast"	"CENS-R1"	"2010"	"2010"	"10-14 years"	"10-14"	134	3493218	3.836	0.331
	"Northeast"	"CENS-R1"	"2010"	"2010"	"15-19 years"	"15-19"	98	3886477	2.522	0.255
	"Northeast"	"CENS-R1"	"2010"	"2010"	"20-24 years"	"20-24"	86	3831619	2.244	0.242
	"Northeast"	"CENS-R1"	"2010"	"2010"	"25-29 years"	"25-29"	103	3632567	2.835	0.279
	"Northeast"	"CENS-R1"	"2010"	"2010"	"30-34 years"	"30-34"	127	3429317	3.703	0.329
	"Northeast"	"CENS-R1"	"2010"	"2010"	"35-39 years"	"35-39"	152	3484134	4.363	0.354
	"Northeast"	"CENS-R1"	"2010"	"2010"	"40-44 years"	"40-44"	195	3879163	5.027	0.360
	"Northeast"	"CENS-R1"	"2010"	"2010"	"45-49 years"	"45-49"	272	4266075	6.376	0.387
	"Northeast"	"CENS-R1"	"2010"	"2010"	"50-54 years"	"50-54"	324	4225511	7.668	0.426
	"Northeast"	"CENS-R1"	"2010"	"2010"	"55-59 years"	"55-59"	404	3696858	10.928	0.544
	"Northeast"	"CENS-R1"	"2010"	"2010"	"60-64 years "	"60-64"	432	3165433	13.647	0.657
	"Northeast"	"CENS-R1"	"2010"	"2010"	"65-69 years"	"65-69"	381	2300996	16.558	0.848
	"Northeast"	"CENS-R1"	"2010"	"2010"	"70-74 years"	"70-74"	351	1717301	20.439	1.091
	"Northeast"	"CENS-R1"	"2010"	"2010"	"75-79 years"	"75-79"	336	1413289	23.774	1.297
	"Northeast"	"CENS-R1"	"2010"	"2010"	"80-84 years"	"80-84"	288	1191369	24.174	1.424
	"Northeast"	"CENS-R1"	"2010"	"2010"	"85+ years"	"85+"	243	1209953	20.083	1.288
"Total"	"Northeast"	"CENS-R1"	"2010"	"2010"			4236	55380134	7.649	0.118
	"Northeast"	"CENS-R1"	"2011"	"2011"	"< 1 year"	"1"	21	647157	3.245	0.708
	"Northeast"	"CENS-R1"	"2011"	"2011"	"1-4 years"	"1-4"	130	2577155	5.044	0.442
	"Northeast"	"CENS-R1"	"2011"	"2011"	"5-9 years"	"5-9"	130	3311204	3.926	0.344
	"Northeast"	"CENS-R1"	"2011"	"2011"	"10-14 years"	"10-14"	120	3467626	3.461	0.316
	"Northeast"	"CENS-R1"	"2011"	"2011"	"15-19 years"	"15-19"	115	3841902	2.993	0.279
	"Northeast"	"CENS-R1"	"2011"	"2011"	"20-24 years"	"20-24"	106	3872484	2.737	0.266
	"Northeast"	"CENS-R1"	"2011"	"2011"	"25-29 years"	"25-29"	115	3690715	3.116	0.291
	"Northeast"	"CENS-R1"	"2011"	"2011"	"30-34 years"	"30-34"	136	3498932	3.887	0.333
	"Northeast"	"CENS-R1"	"2011"	"2011"	"35-39 years"	"35-39"	142	3373873	4.209	0.353
	"Northeast"	"CENS-R1"	"2011"	"2011"	"40-44 years"	"40-44"	188	3844924	4.890	0.357
	"Northeast"	"CENS-R1"	"2011"	"2011"	"45-49 years"	"45-49"	257	4181960	6.145	0.383
	"Northeast"	"CENS-R1"	"2011"	"2011"	"50-54 years"	"50-54"	327	4260122	7.676	0.424
	"Northeast"	"CENS-R1"	"2011"	"2011"	"55-59 years"	"55-59"	382	3783867	10.095	0.517
	"Northeast"	"CENS-R1"	"2011"	"2011"	"60-64 years "	"60-64"	456	3304584	13.799	0.646
	"Northeast"	"CENS-R1"	"2011"	"2011"	"65-69 years"	"65-69"	424	2365578	17.924	0.870
	"Northeast"	"CENS-R1"	"2011"	"2011"	"70-74 years"	"70-74"	319	1754335	18.184	1.018
